Fecha,Sorteo,Euros,Numero,Categoria
10/01/2015,4.0,250000,27523,Segundo Premio Extraordinario
15/01/2015,5.0,300000,62420,Primer Premio Ordinario
15/01/2015,5.0,60000,92695,Segundo Premio Ordinario
17/01/2015,6.0,1000000,22497,Primer Premio Extraordinario
17/01/2015,6.0,250000,59102,Segundo Premio Extraordinario
17/01/2015,6.0,50000,15152,Tercer Premio Extraordinario
22/01/2015,7.0,300000,35486,Primer Premio Ordinario
22/01/2015,7.0,60000,26931,Segundo Premio Ordinario
24/01/2015,8.0,600000,42462,Primer Premio Ordinario
24/01/2015,8.0,120000,42520,Segundo Premio Ordinario
29/01/2015,9.0,300000,77526,Primer Premio Ordinario
29/01/2015,9.0,60000,03770,Segundo Premio Ordinario
31/01/2015,10.0,600000,49639,Primer Premio Ordinario
31/01/2015,10.0,120000,03826,Segundo Premio Ordinario
05/02/2015,11.0,300000,47380,Primer Premio Ordinario
05/02/2015,11.0,60000,26261,Segundo Premio Ordinario
07/02/2015,12.0,600000,41167,Primer Premio Ordinario
07/02/2015,12.0,120000,62566,Segundo Premio Ordinario
12/02/2015,13.0,300000,48401,Primer Premio Ordinario
12/02/2015,13.0,60000,95729,Segundo Premio Ordinario
14/02/2015,14.0,1300000,44247,Primer Premio Extraordinario
14/02/2015,14.0,250000,54549,Segundo Premio Extraordinario
19/02/2015,15.0,300000,21505,Primer Premio Ordinario
19/02/2015,15.0,60000,00395,Segundo Premio Ordinario
21/02/2015,16.0,600000,70622,Primer Premio Ordinario
21/02/2015,16.0,120000,06784,Segundo Premio Ordinario
26/02/2015,17.0,300000,92262,Primer Premio Ordinario
26/02/2015,17.0,60000,88656,Segundo Premio Ordinario
28/02/2015,18.0,600000,17227,Primer Premio Ordinario
28/02/2015,18.0,120000,27967,Segundo Premio Ordinario
05/03/2015,19.0,300000,12463,Primer Premio Ordinario
05/03/2015,19.0,60000,21521,Segundo Premio Ordinario
07/03/2015,20.0,600000,02533,Primer Premio Ordinario
07/03/2015,20.0,120000,71844,Segundo Premio Ordinario
12/03/2015,21.0,300000,71485,Primer Premio Ordinario
12/03/2015,21.0,60000,64533,Segundo Premio Ordinario
14/03/2015,22.0,1000000,93951,Primer Premio Extraordinario
14/03/2015,22.0,250000,70523,Segundo Premio Extraordinario
14/03/2015,22.0,50000,10973,Tercer Premio Extraordinario
19/03/2015,23.0,300000,87754,Primer Premio Ordinario
19/03/2015,23.0,60000,19690,Segundo Premio Ordinario
21/03/2015,24.0,600000,03983,Primer Premio Ordinario
21/03/2015,24.0,120000,07318,Segundo Premio Ordinario
26/03/2015,25.0,300000,60004,Primer Premio Ordinario
26/03/2015,25.0,60000,36137,Segundo Premio Ordinario
28/03/2015,26.0,600000,78422,Primer Premio Ordinario
28/03/2015,26.0,120000,21017,Segundo Premio Ordinario
02/04/2015,27.0,300000,52448,Primer Premio Ordinario
02/04/2015,27.0,60000,36837,Segundo Premio Ordinario
04/04/2015,28.0,600000,49289,Primer Premio Ordinario
04/04/2015,28.0,120000,83191,Segundo Premio Ordinario
09/04/2015,29.0,300000,62164,Primer Premio Ordinario
09/04/2015,29.0,60000,46150,Segundo Premio Ordinario
11/04/2015,30.0,1000000,82731,Primer Premio Extraordinario
11/04/2015,30.0,250000,79672,Segundo Premio Extraordinario
11/04/2015,30.0,50000,72491,Tercer Premio Extraordinario
16/04/2015,31.0,300000,40080,Primer Premio Ordinario
16/04/2015,31.0,60000,38250,Segundo Premio Ordinario
18/04/2015,32.0,600000,71939,Primer Premio Ordinario
18/04/2015,32.0,120000,58537,Segundo Premio Ordinario
23/04/2015,33.0,300000,32304,Primer Premio Ordinario
23/04/2015,33.0,60000,63011,Segundo Premio Ordinario
25/04/2015,34.0,600000,48243,Primer Premio Ordinario
25/04/2015,34.0,120000,57372,Segundo Premio Ordinario
30/04/2015,35.0,300000,29714,Primer Premio Ordinario
30/04/2015,35.0,60000,30340,Segundo Premio Ordinario
02/05/2015,36.0,600000,11095,Primer Premio Ordinario
02/05/2015,36.0,120000,25981,Segundo Premio Ordinario
07/05/2015,37.0,300000,69822,Primer Premio Ordinario
07/05/2015,37.0,60000,51239,Segundo Premio Ordinario
09/05/2015,38.0,1000000,74359,Primer Premio Extraordinario
09/05/2015,38.0,250000,10101,Segundo Premio Extraordinario
09/05/2015,38.0,50000,64671,Tercer Premio Extraordinario
14/05/2015,39.0,300000,77879,Primer Premio Ordinario
14/05/2015,39.0,60000,01333,Segundo Premio Ordinario
16/05/2015,40.0,600000,94891,Primer Premio Ordinario
16/05/2015,40.0,120000,69934,Segundo Premio Ordinario
21/05/2015,41.0,300000,69826,Primer Premio Ordinario
21/05/2015,41.0,60000,23991,Segundo Premio Ordinario
23/05/2015,42.0,600000,91414,Primer Premio Ordinario
23/05/2015,42.0,120000,17376,Segundo Premio Ordinario
28/05/2015,43.0,300000,86157,Primer Premio Ordinario
28/05/2015,43.0,60000,92282,Segundo Premio Ordinario
30/05/2015,44.0,600000,41040,Primer Premio Ordinario
30/05/2015,44.0,120000,80342,Segundo Premio Ordinario
04/06/2015,45.0,300000,66710,Primer Premio Ordinario
04/06/2015,45.0,60000,54641,Segundo Premio Ordinario
06/06/2015,46.0,1000000,42609,Primer Premio Extraordinario
06/06/2015,46.0,250000,60710,Segundo Premio Extraordinario
06/06/2015,46.0,50000,63411,Tercer Premio Extraordinario
11/06/2015,47.0,300000,51620,Primer Premio Ordinario
11/06/2015,47.0,60000,34476,Segundo Premio Ordinario
13/06/2015,48.0,600000,31598,Primer Premio Ordinario
13/06/2015,48.0,120000,35131,Segundo Premio Ordinario
18/06/2015,49.0,300000,68948,Primer Premio Ordinario
18/06/2015,49.0,60000,31931,Segundo Premio Ordinario
20/06/2015,50.0,600000,07011,Primer Premio Ordinario
20/06/2015,50.0,120000,06182,Segundo Premio Ordinario
25/06/2015,51.0,300000,30714,Primer Premio Ordinario
25/06/2015,51.0,60000,19370,Segundo Premio Ordinario
27/06/2015,52.0,600000,46611,Primer Premio Ordinario
27/06/2015,52.0,120000,22977,Segundo Premio Ordinario
02/07/2015,53.0,300000,09742,Primer Premio Ordinario
02/07/2015,53.0,60000,28976,Segundo Premio Ordinario
04/07/2015,54.0,2000000,90190,Primer Premio Extraordinario
04/07/2015,54.0,1000000,08081,Segundo Premio Extraordinario
