Date;Num1;Num2;Num3;Num4;Num5;Clue
28/09/2008;06;09;16;19;21;9
5/10/2008;01;07;14;17;49;0
12/10/2008;03;23;24;31;46;4
19/10/2008;12;27;42;49;53;1
26/10/2008;11;24;32;40;52;9
2/11/2008;05;17;25;32;36;9
9/11/2008;24;40;47;50;54;8
16/11/2008;02;14;29;46;51;2
23/11/2008;14;16;25;26;34;8
30/11/2008;13;18;39;44;54;1
7/12/2008;05;24;25;27;41;9
14/12/2008;18;26;31;33;44;7
21/12/2008;19;24;26;28;47;7
28/12/2008;09;18;44;49;50;1
4/01/2009;09;27;50;52;54;3
11/01/2009;05;23;30;34;42;7
18/01/2009;06;07;28;38;43;8
25/01/2009;02;03;08;52;54;1
1/02/2009;06;20;34;39;47;4
8/02/2009;13;32;46;49;52;9
15/02/2009;16;19;44;53;54;2
22/02/2009;07;08;39;45;50;8
1/03/2009;15;21;29;47;54;8
8/03/2009;02;11;41;42;45;1
15/03/2009;09;35;45;46;49;0
22/03/2009;13;24;33;44;52;8
29/03/2009;14;29;43;50;54;2
5/04/2009;01;02;34;40;46;0
12/04/2009;14;15;22;26;37;9
19/04/2009;04;15;28;39;46;9
26/04/2009;08;15;47;50;51;9
3/05/2009;14;33;44;45;50;1
10/05/2009;05;21;26;44;45;4
17/05/2009;04;18;19;26;47;0
24/05/2009;01;04;38;41;52;7
31/05/2009;09;14;42;45;50;2
7/06/2009;07;37;38;41;43;8
14/06/2009;18;29;30;35;51;6
21/06/2009;14;22;26;28;29;8
28/06/2009;15;19;38;42;46;8
5/07/2009;22;24;36;42;44;1
12/07/2009;16;19;35;36;37;4
19/07/2009;07;08;14;27;36;3
26/07/2009;04;31;44;45;51;2
2/08/2009;22;30;33;41;43;9
9/08/2009;18;23;31;42;51;7
16/08/2009;06;10;22;26;53;5
23/08/2009;03;07;08;36;53;8
30/08/2009;05;09;16;49;53;1
6/09/2009;02;09;29;33;44;8
13/09/2009;07;18;29;30;47;0
20/09/2009;06;11;19;39;43;1
27/09/2009;15;26;37;38;53;9
4/10/2009;08;24;36;41;42;5
11/10/2009;11;12;25;31;47;9
18/10/2009;02;04;35;36;44;1
25/10/2009;09;33;36;38;42;3
1/11/2009;07;23;24;33;44;5
8/11/2009;03;12;20;33;34;9
15/11/2009;12;28;29;34;53;0
22/11/2009;03;16;23;29;47;6
29/11/2009;06;16;18;26;45;2
6/12/2009;03;25;29;34;37;2
13/12/2009;03;12;14;21;23;0
20/12/2009;10;13;21;31;49;8
27/12/2009;11;18;20;23;47;7
3/01/2010;21;24;48;51;53;0
10/01/2010;06;09;12;23;40;6
17/01/2010;24;30;39;40;50;2
24/01/2010;14;19;31;33;54;4
31/01/2010;14;22;25;31;35;8
7/02/2010;22;24;45;47;51;6
14/02/2010;08;25;29;41;49;8
21/02/2010;17;26;37;41;50;0
28/02/2010;12;24;28;29;45;2
7/03/2010;38;41;47;49;53;5
14/03/2010;15;30;36;40;43;5
21/03/2010;03;16;32;41;47;5
28/03/2010;02;12;28;36;46;4
4/04/2010;15;32;36;45;47;2
11/04/2010;14;16;27;28;29;8
18/04/2010;05;10;11;28;37;4
25/04/2010;04;14;17;32;45;0
2/05/2010;04;08;22;36;51;6
9/05/2010;16;22;30;33;37;1
16/05/2010;04;11;22;29;31;7
23/05/2010;11;12;18;24;46;0
30/05/2010;04;10;13;32;36;2
6/06/2010;23;32;36;40;50;8
13/06/2010;20;36;40;50;54;1
20/06/2010;15;28;31;45;52;0
27/06/2010;11;27;45;49;52;6
4/07/2010;01;14;27;31;48;4
11/07/2010;05;12;32;34;38;7
18/07/2010;06;08;13;29;52;9
25/07/2010;23;24;30;46;52;5
1/08/2010;07;21;35;37;43;2
8/08/2010;22;24;25;29;34;3
15/08/2010;03;06;23;28;40;1
22/08/2010;09;13;17;22;36;8
29/08/2010;20;23;28;45;51;9
5/09/2010;16;21;29;31;54;8
12/09/2010;02;03;31;41;49;9
19/09/2010;34;35;41;42;53;0
26/09/2010;04;05;11;15;50;1
3/10/2010;09;11;33;42;50;7
10/10/2010;14;15;17;28;46;3
17/10/2010;28;31;34;37;47;5
24/10/2010;03;23;41;47;53;7
31/10/2010;01;03;09;20;32;7
7/11/2010;07;21;35;44;50;1
14/11/2010;14;15;37;38;51;8
21/11/2010;10;15;18;33;54;5
28/11/2010;03;15;27;50;53;6
5/12/2010;07;08;11;22;52;7
12/12/2010;12;18;20;23;49;9
19/12/2010;09;10;12;14;43;7
26/12/2010;15;33;34;46;54;0
2/01/2011;01;08;20;28;31;6
9/01/2011;18;26;33;39;46;4
16/01/2011;01;06;13;40;45;3
23/01/2011;11;14;21;33;50;5
30/01/2011;02;15;18;35;49;8
6/02/2011;12;14;26;39;46;1
13/02/2011;08;20;32;49;52;9
20/02/2011;07;18;35;42;51;7
27/02/2011;11;12;21;23;28;0
6/03/2011;01;25;35;39;50;3
13/03/2011;20;25;29;53;54;3
20/03/2011;10;15;17;32;35;0
27/03/2011;08;11;36;44;51;9
3/04/2011;01;07;08;44;54;5
10/04/2011;10;23;29;39;52;4
17/04/2011;04;13;18;24;54;0
24/04/2011;14;27;43;45;54;8
1/05/2011;05;29;35;43;47;0
8/05/2011;18;21;43;48;50;5
15/05/2011;02;03;25;32;46;5
22/05/2011;01;03;07;15;28;6
29/05/2011;16;22;38;44;49;2
5/06/2011;07;24;31;47;51;5
12/06/2011;09;40;47;53;54;8
19/06/2011;14;33;36;41;45;9
26/06/2011;06;18;20;22;52;5
3/07/2011;26;37;44;47;51;6
10/07/2011;09;16;29;33;43;1
17/07/2011;32;35;39;45;49;6
24/07/2011;10;14;37;39;51;6
31/07/2011;17;18;23;51;53;1
7/08/2011;03;04;25;34;41;7
14/08/2011;12;29;36;39;51;6
21/08/2011;05;06;21;26;37;1
28/08/2011;13;26;31;33;46;2
4/09/2011;06;12;24;34;45;9
11/09/2011;11;23;27;28;45;3
18/09/2011;12;14;27;37;48;9
25/09/2011;06;12;14;24;37;0
2/10/2011;11;15;19;27;35;9
9/10/2011;27;36;37;46;47;7
16/10/2011;13;17;22;33;48;2
23/10/2011;06;11;13;15;53;1
30/10/2011;24;30;31;38;44;2
6/11/2011;15;22;42;43;47;8
13/11/2011;04;09;16;21;29;6
20/11/2011;33;36;44;48;53;1
27/11/2011;04;26;32;42;44;2
4/12/2011;13;16;32;35;39;2
11/12/2011;10;17;29;41;52;2
18/12/2011;04;18;23;30;49;9
25/12/2011;04;09;30;41;50;8
1/01/2012;10;14;15;27;34;9
8/01/2012;02;18;19;24;43;6
15/01/2012;02;11;30;38;41;5
22/01/2012;11;23;24;32;46;7
29/01/2012;26;29;30;38;41;5
5/02/2012;01;10;26;33;54;6
12/02/2012;09;19;27;30;53;3
19/02/2012;18;27;29;38;39;0
26/02/2012;18;23;37;43;49;6
4/03/2012;12;22;23;33;44;3
11/03/2012;04;08;16;21;53;9
18/03/2012;01;13;26;29;54;9
25/03/2012;02;23;26;48;51;9
1/04/2012;02;21;27;36;38;9
8/04/2012;20;33;38;48;51;7
15/04/2012;04;06;23;41;52;3
22/04/2012;23;33;36;40;48;7
29/04/2012;06;22;23;29;49;6
6/05/2012;07;14;29;40;41;7
13/05/2012;12;15;33;34;44;4
20/05/2012;05;30;31;36;50;5
27/05/2012;01;04;13;42;54;1
3/06/2012;02;06;20;25;28;1
10/06/2012;01;02;08;12;28;9
17/06/2012;04;17;28;35;45;0
24/06/2012;04;11;15;21;35;4
1/07/2012;03;21;24;27;53;9
8/07/2012;19;28;29;33;45;7
15/07/2012;01;03;22;27;34;9
22/07/2012;12;35;40;45;53;4
29/07/2012;09;11;39;43;45;0
5/08/2012;16;22;26;47;53;6
12/08/2012;08;40;41;44;52;9
19/08/2012;03;14;25;51;52;5
26/08/2012;27;29;34;49;50;8
2/09/2012;29;31;36;40;53;8
9/09/2012;25;31;32;33;49;3
16/09/2012;20;25;27;47;48;2
23/09/2012;09;17;27;34;47;9
30/09/2012;01;25;26;34;47;1
7/10/2012;12;17;19;34;54;1
14/10/2012;03;15;19;35;51;5
21/10/2012;21;34;43;53;54;7
28/10/2012;23;34;42;43;45;1
4/11/2012;10;27;32;38;46;1
11/11/2012;10;28;39;44;49;3
18/11/2012;10;22;39;49;53;9
25/11/2012;02;04;22;29;48;2
2/12/2012;06;11;32;47;48;5
9/12/2012;10;35;37;41;49;0
16/12/2012;09;20;28;31;50;9
23/12/2012;12;18;40;42;54;3
30/12/2012;01;02;11;19;47;7
6/01/2013;10;38;47;48;53;4
13/01/2013;17;27;44;45;51;9
20/01/2013;05;16;32;39;53;2
27/01/2013;09;27;30;43;46;1
3/02/2013;08;16;20;39;47;8
10/02/2013;07;09;11;15;48;9
17/02/2013;09;27;28;32;53;6
24/02/2013;05;07;21;27;33;5
3/03/2013;06;09;14;22;39;3
10/03/2013;03;09;26;45;49;8
17/03/2013;02;08;21;24;40;9
24/03/2013;06;22;30;31;51;9
31/03/2013;12;20;27;36;45;3
7/04/2013;05;14;26;29;30;3
14/04/2013;04;16;20;22;26;3
21/04/2013;25;28;31;41;51;5
28/04/2013;18;23;27;38;51;7
5/05/2013;17;23;25;44;52;8
12/05/2013;05;12;14;23;41;7
19/05/2013;03;28;33;36;48;7
26/05/2013;06;07;32;41;51;0
2/06/2013;10;13;19;35;36;9
9/06/2013;16;25;37;38;43;7
16/06/2013;22;37;40;52;54;4
23/06/2013;01;11;20;38;39;7
30/06/2013;16;32;49;51;52;0
7/07/2013;11;16;28;37;44;0
14/07/2013;07;16;23;37;49;4
21/07/2013;01;12;26;44;48;2
28/07/2013;11;16;19;32;33;1
4/08/2013;20;32;38;44;46;1
11/08/2013;06;29;47;52;53;8
18/08/2013;01;12;33;42;46;2
25/08/2013;04;08;10;20;51;0
1/09/2013;01;02;12;18;39;8
8/09/2013;34;39;40;43;44;0
15/09/2013;03;05;16;18;29;4
22/09/2013;16;38;44;45;47;9
29/09/2013;02;26;40;42;54;8
6/10/2013;11;35;37;49;50;8
13/10/2013;11;24;27;30;50;2
20/10/2013;22;33;34;38;52;6
27/10/2013;04;24;39;41;48;0
3/11/2013;02;09;17;28;42;3
10/11/2013;06;07;29;51;54;2
17/11/2013;13;15;34;36;50;7
24/11/2013;09;17;21;37;41;4
1/12/2013;06;24;46;48;54;3
8/12/2013;26;33;35;38;49;6
15/12/2013;03;20;24;40;46;9
22/12/2013;11;24;36;43;47;3
29/12/2013;11;17;21;26;47;5
5/01/2014;02;21;25;44;52;9
12/01/2014;20;25;33;41;42;1
19/01/2014;02;03;06;27;39;8
26/01/2014;34;39;41;43;54;8
2/02/2014;31;44;47;51;52;6
9/02/2014;14;23;26;31;36;8
16/02/2014;11;41;42;48;53;4
23/02/2014;04;20;34;41;42;6
2/03/2014;09;15;24;38;39;8
9/03/2014;09;17;32;41;48;2
16/03/2014;02;27;29;45;49;9
23/03/2014;09;20;30;37;44;2
30/03/2014;11;15;18;23;40;3
6/04/2014;11;30;37;43;46;0
13/04/2014;19;23;33;37;53;8
20/04/2014;01;09;17;29;53;0
27/04/2014;04;10;23;31;51;3
4/05/2014;01;02;21;37;53;6
11/05/2014;19;20;21;47;54;0
18/05/2014;15;25;27;28;40;9
25/05/2014;09;26;40;47;51;7
1/06/2014;13;15;34;44;54;3
8/06/2014;09;45;47;49;54;2
15/06/2014;06;11;15;24;38;1
22/06/2014;05;22;28;41;51;0
29/06/2014;05;08;12;22;46;3
6/07/2014;03;07;17;23;48;3
13/07/2014;03;20;26;27;32;7
20/07/2014;03;05;08;14;45;5
27/07/2014;06;09;18;27;47;1
3/08/2014;01;32;35;46;49;1
10/08/2014;08;14;19;21;45;3
17/08/2014;02;19;32;43;49;6
24/08/2014;02;06;07;24;27;7
31/08/2014;08;10;14;36;48;5
7/09/2014;10;19;36;39;48;4
14/09/2014;09;10;13;24;36;3
21/09/2014;09;18;26;30;31;8
28/09/2014;07;20;21;33;38;2
5/10/2014;07;24;43;44;50;5
12/10/2014;05;15;17;38;47;9
19/10/2014;14;36;39;42;45;0
26/10/2014;35;36;38;48;50;8
2/11/2014;12;17;23;30;47;6
9/11/2014;02;04;10;33;46;6
16/11/2014;22;40;42;46;48;5
23/11/2014;13;17;25;36;50;8
30/11/2014;11;37;38;49;51;7
7/12/2014;10;22;38;41;53;7
14/12/2014;05;09;31;35;48;0
21/12/2014;16;20;21;32;37;0
28/12/2014;05;06;15;34;53;1
4/01/2015;10;22;28;31;54;6
11/01/2015;03;12;19;20;52;3
18/01/2015;22;30;32;34;42;8
25/01/2015;11;23;41;45;54;7
1/02/2015;02;07;14;21;31;9
8/02/2015;14;15;22;49;52;8
15/02/2015;16;19;38;47;48;2
22/02/2015;05;07;17;29;34;8
1/03/2015;13;17;27;44;49;0
8/03/2015;17;24;31;38;53;2
15/03/2015;04;07;18;27;45;2
22/03/2015;11;15;36;42;48;4
29/03/2015;11;14;17;39;46;3
5/04/2015;07;12;34;35;40;4
12/04/2015;17;25;29;31;42;2
19/04/2015;08;23;27;38;53;0
26/04/2015;19;20;22;42;50;3
3/05/2015;04;15;18;29;30;8
10/05/2015;07;22;23;26;38;0
17/05/2015;21;34;36;48;52;7
24/05/2015;04;11;28;45;49;6
31/05/2015;18;19;27;31;54;7
7/06/2015;08;16;34;40;50;8
14/06/2015;05;14;21;26;41;6
21/06/2015;10;11;21;25;48;1
28/06/2015;15;19;44;47;48;3
5/07/2015;02;13;15;17;43;1
12/07/2015;03;13;23;31;39;2
19/07/2015;10;15;25;28;40;7
26/07/2015;03;28;33;39;45;9
2/08/2015;16;21;26;42;54;5
9/08/2015;28;40;48;52;54;4
16/08/2015;30;31;35;37;41;6
23/08/2015;10;13;21;38;42;8
30/08/2015;04;09;11;27;36;4
6/09/2015;02;20;28;45;54;7
13/09/2015;09;22;25;53;54;3
20/09/2015;07;08;19;21;36;1
27/09/2015;17;28;34;36;38;0
4/10/2015;09;18;25;39;42;7
11/10/2015;03;13;14;19;30;9
18/10/2015;07;10;19;26;32;1
25/10/2015;10;18;26;32;34;7
1/11/2015;06;10;11;21;31;1
8/11/2015;06;09;43;47;51;2
15/11/2015;05;16;18;23;33;4
22/11/2015;03;21;38;39;48;7
29/11/2015;11;16;34;39;54;7
6/12/2015;07;31;33;34;48;6
13/12/2015;18;22;32;33;38;7
20/12/2015;04;16;23;24;31;7
27/12/2015;04;26;29;41;53;4
3/01/2016;07;10;32;34;35;5
10/01/2016;13;21;28;43;51;0
17/01/2016;06;08;15;19;22;2
24/01/2016;03;10;19;27;31;2
31/01/2016;06;16;33;42;43;6
7/02/2016;03;14;40;49;51;7
14/02/2016;12;21;22;25;39;5
21/02/2016;15;34;37;49;51;8
28/02/2016;09;17;25;36;38;5
6/03/2016;05;12;30;31;48;7
13/03/2016;10;12;22;24;53;8
20/03/2016;12;13;16;37;53;6
27/03/2016;15;19;21;28;33;4
3/04/2016;02;03;15;26;52;9
10/04/2016;10;11;24;31;50;3
17/04/2016;09;10;15;36;47;5
24/04/2016;01;08;29;30;49;9
1/05/2016;01;04;07;14;22;7
8/05/2016;01;15;18;32;34;5
15/05/2016;04;06;28;31;47;6
22/05/2016;06;12;14;17;24;4
29/05/2016;07;12;26;39;42;5
5/06/2016;03;08;22;23;40;3
12/06/2016;03;04;13;23;27;1
19/06/2016;02;06;29;34;39;1
26/06/2016;14;27;39;44;45;5
3/07/2016;06;16;32;42;50;9
10/07/2016;06;10;18;26;42;0
17/07/2016;01;14;15;36;52;9
24/07/2016;20;23;39;48;53;3
31/07/2016;06;10;13;20;46;0
7/08/2016;08;09;12;25;33;9
14/08/2016;04;07;08;16;36;3
21/08/2016;22;23;33;34;52;3
28/08/2016;02;11;13;26;42;0
4/09/2016;07;14;36;47;49;3
11/09/2016;11;15;39;42;48;4
18/09/2016;08;13;28;37;44;5
25/09/2016;04;08;11;19;32;7
2/10/2016;09;12;34;35;40;5
9/10/2016;07;14;29;49;52;7
16/10/2016;02;25;33;46;51;1
23/10/2016;05;07;19;22;29;1
30/10/2016;04;05;09;53;54;3
6/11/2016;06;25;28;34;44;2
13/11/2016;14;42;46;48;53;5
20/11/2016;16;22;36;41;51;7
27/11/2016;08;17;22;39;48;6
4/12/2016;05;10;27;43;52;9
11/12/2016;17;20;34;37;44;1
18/12/2016;21;22;44;46;54;3
25/12/2016;09;18;19;45;53;6
1/01/2017;06;10;32;45;51;6
8/01/2017;12;38;41;43;53;9
15/01/2017;03;21;31;39;46;2
22/01/2017;11;20;23;32;40;8
29/01/2017;15;40;41;49;51;9
5/02/2017;07;09;10;13;37;3
12/02/2017;17;22;29;32;48;4
19/02/2017;07;31;37;38;39;7
26/02/2017;03;23;32;36;51;8
5/03/2017;03;35;42;45;54;8
12/03/2017;08;22;26;29;32;5
19/03/2017;08;20;34;39;44;4
26/03/2017;28;32;35;39;41;3
2/04/2017;01;11;17;21;32;9
9/04/2017;02;04;22;34;40;3
16/04/2017;06;14;17;39;41;6
23/04/2017;04;05;07;10;42;0
30/04/2017;06;15;30;34;44;1
7/05/2017;02;21;37;51;53;6
14/05/2017;13;23;24;25;45;8
21/05/2017;09;33;34;42;47;1
28/05/2017;01;11;13;50;53;1
4/06/2017;06;15;22;29;54;8
11/06/2017;02;03;13;29;43;0
18/06/2017;05;13;31;42;52;5
25/06/2017;01;02;09;12;38;6
2/07/2017;09;27;31;32;34;1
9/07/2017;07;29;40;41;46;5
16/07/2017;24;38;45;47;51;3
23/07/2017;07;12;34;51;52;8
30/07/2017;12;14;32;34;48;4
6/08/2017;04;13;22;52;53;6
13/08/2017;09;19;33;37;40;0
20/08/2017;11;14;18;35;50;5
27/08/2017;09;21;31;45;46;8
3/09/2017;06;14;22;46;50;4
10/09/2017;07;09;12;33;47;6
17/09/2017;10;23;36;38;41;1
24/09/2017;12;16;19;27;51;1
1/10/2017;19;34;43;48;53;5
8/10/2017;10;13;23;37;54;6
15/10/2017;18;26;30;33;51;7
22/10/2017;06;09;20;27;43;3
29/10/2017;09;11;21;51;54;4
5/11/2017;02;10;17;22;39;2
12/11/2017;11;30;37;44;49;4
19/11/2017;09;11;12;36;53;9
26/11/2017;03;24;39;50;54;6
3/12/2017;01;11;18;40;50;6
10/12/2017;01;03;08;11;49;5
17/12/2017;02;08;20;28;48;4
24/12/2017;06;07;34;42;53;9
31/12/2017;10;12;26;31;52;2
7/01/2018;05;25;29;37;52;2
14/01/2018;03;05;11;26;33;1
21/01/2018;04;09;11;29;46;1
28/01/2018;03;05;11;41;45;2
4/02/2018;03;15;17;52;53;4
11/02/2018;01;03;06;29;40;2
18/02/2018;23;30;42;51;54;7
25/02/2018;04;17;25;33;40;5
4/03/2018;01;23;41;43;50;4
11/03/2018;04;09;31;37;48;6
18/03/2018;03;04;05;13;20;9
25/03/2018;03;08;09;20;37;5
1/04/2018;03;27;30;38;53;7
8/04/2018;22;23;30;31;33;9
15/04/2018;02;12;25;42;52;0
22/04/2018;11;13;24;26;41;2
29/04/2018;13;21;40;42;52;7
6/05/2018;21;33;39;43;50;2
13/05/2018;08;12;21;34;47;0
20/05/2018;24;27;34;35;44;8
27/05/2018;03;19;20;28;30;3
3/06/2018;05;28;33;38;44;4
10/06/2018;05;08;29;35;36;7
17/06/2018;02;27;34;44;51;4
24/06/2018;07;08;17;24;49;7
1/07/2018;20;25;37;45;46;4
8/07/2018;11;19;22;29;40;0
15/07/2018;03;21;40;42;49;5
22/07/2018;08;13;28;49;52;7
29/07/2018;22;25;34;43;48;8
5/08/2018;05;12;16;23;53;0
12/08/2018;19;34;43;44;53;1
19/08/2018;07;11;17;36;44;6
26/08/2018;05;06;14;20;33;4
2/09/2018;13;15;24;27;42;5
9/09/2018;03;26;30;35;42;7
16/09/2018;03;08;18;28;49;8
23/09/2018;01;22;26;34;49;8
30/09/2018;11;26;37;41;47;8
7/10/2018;27;35;36;40;45;1
14/10/2018;14;28;30;44;52;0
21/10/2018;02;08;12;24;31;2
28/10/2018;06;19;23;26;35;3
4/11/2018;02;18;45;49;51;8
11/11/2018;02;15;42;46;53;3
18/11/2018;19;27;39;42;45;4
25/11/2018;03;17;24;38;52;5
2/12/2018;09;20;29;34;51;6
9/12/2018;12;24;27;30;32;2
16/12/2018;11;13;26;28;48;0
23/12/2018;38;41;46;47;53;6
30/12/2018;02;07;31;41;50;3
6/01/2019;07;12;13;15;37;6
13/01/2019;02;24;44;45;48;0
20/01/2019;03;07;24;36;42;3
27/01/2019;11;20;35;51;53;3
3/02/2019;33;34;49;50;53;5
10/02/2019;12;25;33;40;52;0
17/02/2019;02;18;40;48;53;6
24/02/2019;04;15;31;37;49;0
